요양기관명,요양종별,시도명,도로명주소,표시과목명,개설일자,전화번호,lat,lng
365편한일층치과의원,치과의원,경기,"경기도 화성시 효행구 효행로 271, 1층 (기안동)",,2026-03-23,031-890-2828,37.2236290938327,126.973230179624
올바른마디튼튼의원,의원,경기,경기도 가평군 청평면 청평중앙로 52,일반의,2026-03-16,031-585-8881,37.7379247377618,127.420310494167
튼튼약국,약국,경기,"경기도 군포시 당산로 104, 두현타워 (금정동)",,2026-03-30,031-429-1348,37.3609810389835,126.946413623387
더세교365한의원,한의원,경기,"경기도 오산시 죽담1로 29, 201호 (궐동)",,2026-03-31,031-373-1075,37.1603736350645,127.05218848538
채현석내과의원,의원,경기,경기도 의정부시 평화로400번길,내과,2026-03-17,031-872-7575,37.7276691047036,127.049182999667
평생치과의원,치과의원,경기,"경기도 수원시 장안구 수성로 288, 2, 3층 (영화동)",,2026-03-09,010-7663-1033,37.2906437192951,127.003928760625
365제로치과의원,치과의원,경기,"경기도 김포시 김포한강9로 95, 2층 203~205호 (구래동)",,2026-03-26,031-982-0365,37.6451553007371,126.625590298033
경희샤인한의원,한의원,경기,"경기도 김포시 사우로 7, 1층 (사우동)",,2026-03-16,031-986-5768,37.6214602387851,126.722499139992
분당솔이비인후과의원,의원,경기,"경기도 성남시 분당구 성남대로 912, 분당BYC빌딩 (야탑동)",이비인후과,2026-03-13,031-605-7582,37.4109641947715,127.129259400691
쑥쑥키즈치과의원,치과의원,경기,"경기도 성남시 중원구 금빛로 43, 303,304호 (금광동)",,2026-03-13,031-741-2888,37.4457474752159,127.167327699726
광명일번약국,약국,경기,"경기도 광명시 오리로 965, 101, 102, 103, 지하호 (광명동)",,2026-03-23,02-2617-5451,37.4787445374463,126.855821549499
시니어스의원,의원,경기,"경기도 성남시 분당구 구미로173번길 47, 서울시니어스분당타워 B101호 (구미동)",일반의,2026-03-27,031-738-9711,37.3471420306282,127.12371740243
소나무약국,약국,경기,경기도 의정부시 장곡로,,2026-03-22,070-4214-3902,37.7331211785201,127.054640389025
삼성퍼스트외과의원,의원,경기,"경기도 안산시 단원구 고잔1길 76, 리치프라자 702호 (고잔동)",외과,2026-03-09,031-414-9990,37.317662109935,126.841736650241
참좋은약국,약국,경기,"경기도 성남시 분당구 돌마로 73, 우방코아 704호 (금곡동)",,2026-03-09,031-697-8321,37.3503991195623,127.110080330242
서울성장하는치과의원,치과의원,경기,"경기도 과천시 별양상가3로 8, 힐스테이트 과천청사역 309, 310, 311, 312호 (별양동)",,2026-03-17,02-6080-2882,37.4261108716574,126.990710125938
운정빌리지약국,약국,경기,"경기도 파주시 와석순환로515번길 10, 힐스테이트 더 운정 P2동 2층 2801, 2802호 (와동동)",,2026-03-27,070-4099-8062,37.7259219117275,126.764705135788
열매나무정신건강의학과의원,의원,경기,"경기도 과천시 과천대로 111, 렉서 3층 309호 (갈현동)",정신건강의학과,2026-03-24,02-503-8275,37.4126466419334,126.980689011081
나은약국,약국,경기,경기도 양주시 장흥면 권율로,,2026-03-03,031-877-1226,37.7703290126208,126.961400672827
베스트팔팔의원,의원,경기,"경기도 평택시 탄현로 330, 2층 (지산동)",일반의,2026-03-31,010-7614-7797,37.0815683721648,127.056363777359
안양웰니스치과의원,치과의원,경기,"경기도 안양시 동안구 안양판교로 16, 701~704,719호 (관양동)",,2026-03-23,031-424-7585,37.4004234238597,126.977752889335
연합외과의원,의원,전남,"전남광주통합특별시 광산구 목련로273번길 97, 3층 (운남동)",외과,2026-03-27,062-955-7119,35.1784051472247,126.824494855225
힘찬약국,약국,전남,"전남광주통합특별시 광산구 목련로273번길 97, 1층 (운남동)",,2026-03-23,062-962-8288,35.1784051472247,126.824494855225
가람약국,약국,전남,전남광주통합특별시 남구 월산로,,2026-03-23,062-366-0006,35.1451465410971,126.898524902254
오재명가정의학과의원,의원,전남,전남광주통합특별시 장흥군 관산읍 정남진로 8,가정의학과,2026-03-31,061-867-2011,34.562313414267,126.939405326951
다시웃는치과의원,치과의원,전남,전남광주통합특별시 북구 동문대로,,2026-03-30,062-716-6667,35.1914864461048,126.935001482456
마디고운의원,의원,전남,전남광주통합특별시 북구 하서로,일반의,2026-03-11,062-571-5000,35.2246583005238,126.882244424565
OK오케이내과의원,의원,전남,전남광주통합특별시 남구 월산로,내과,2026-03-20,062-363-7582,35.1451465410971,126.898524902254
미소치과의원,치과의원,전남,"전남광주통합특별시 해남군 해남읍 해남로 19, 뉴월드프라자마트 2층",,2026-03-04,061-537-7528,34.571245128205,126.609275889108
톤앤톤피부과의원,의원,전남,전남광주통합특별시 서구 치평로,피부과,2026-03-13,375-4550,35.1529979887169,126.84742086005
사거리약국,약국,전남,전남광주통합특별시 북구 양산로,,2026-03-18,062-417-7371,35.2067922869909,126.88347527941
우리신경과의원,의원,전남,전남광주통합특별시 남구 금화로,신경과,2026-03-05,062-366-0010,35.1436342780073,126.890895679684
늘진심한의원,한의원,전남,전남광주통합특별시 광양시 중마중앙로,,2026-03-13,061-817-1155,34.9417562132221,127.698067677538
세종유영상의학과의원,의원,세종,"세종특별자치시 나성북로 15, MVG 307, 308호 (나성동)","진단방사선과,영상의학과",2026-03-03,044-417-6107,36.4897295048332,127.258386489683
구로정약국,약국,서울,"서울특별시 구로구 가마산로 232, 1동 B110호 (구로동, 스페스큐브)",,2026-02-10,010-8606-6595,37.4937888506208,126.886762356034
포도약국,약국,서울,"서울특별시 강남구 강남대로94길 18, 102호 (역삼동)",,2026-02-26,010-3225-2732,37.4993816940953,127.028830264591
당곡365의원,의원,서울,"서울특별시 관악구 봉천로 239, 2층 (봉천동)",일반의,2026-02-19,02-875-0365,37.4895694325306,126.928321671537
온누리필모어의원,의원,서울,"서울특별시 동작구 동작대로 89, 골든시네마타워 406호 (사당동)",일반의,2026-02-26,02-000-0000,37.4846140265703,126.981665713772
보듬한의원,한의원,서울,"서울특별시 노원구 공릉로46길 18, 207호 (공릉동, 윤탁노블레스)",,2026-02-11,02-976-8878,37.6271730017224,127.079993640334
스타약국,약국,서울,"서울특별시 성북구 동소문로 92, 강윤빌딩 1층 (동소문동5가)",,2026-02-02,070-4257-5277,37.5921675534937,127.01549221016
행운약국,약국,서울,"서울특별시 중랑구 사가정로 386, 1층 101호 (면목동)",,2026-02-13,02-435-9992,37.5805345653841,127.087419396496
연세거평의원,의원,서울,"서울특별시 강남구 봉은사로 129, 거평타운오피스텔 지하1층 (논현동)",일반의,2026-02-01,02-517-7112,37.5059164529797,127.028313428889
와봄한방병원,한방병원,서울,서울특별시 양천구 남부순환로,,2026-02-27,02-2060-5551,37.524023300954,126.835814030139
상봉메가약국,약국,서울,"서울특별시 중랑구 망우로30길 3, 안산빌딩 111호 (상봉동)",,2026-02-02,02-6213-0100,37.5930806702101,127.0747508051
청량리백세약국,약국,서울,"서울특별시 동대문구 왕산로 181, 1층 101호 (제기동)",,2026-02-10,02-6491-1800,37.5798372532405,127.043174884871
번동돌봄한의원,한의원,서울,"서울특별시 강북구 월계로 187, 지하1층 (번동)",,2026-02-09,02-6081-0075,37.6209193173482,127.045228928227
셀이즈랩의원,의원,서울,"서울특별시 서초구 효령로 244, 메타제이빌딩 1~7층 (서초동)",일반의,2026-02-03,02-583-2220,37.4837280957279,127.010767866985
현대약국,약국,서울,서울특별시 서초구 헌릉로,,2026-02-23,010-3298-9636,37.4556979496066,127.066577141284
567약국,약국,서울,"서울특별시 송파구 양산로 38, 101-1호 (거여동)",,2026-02-24,02-6248-8908,37.4921394054625,127.144294543134
화곡종로약국,약국,서울,"서울특별시 강서구 화곡로 135, 상원빌딩 1층 105호,106호 (화곡동)",,2026-02-05,010-2027-1807,37.5409026903888,126.836696038489
청인한의원,한의원,서울,"서울특별시 강남구 도산대로 330, 서림빌딩 2층 (논현동)",,2026-02-02,02-3412-0007,37.5224387390193,127.038116051214
365열한의원,한의원,서울,"서울특별시 관악구 남부순환로 1922, 8층 (봉천동)",,2026-02-12,02-882-7582,37.4770198042559,126.962644486024
반포리움성형외과의원,의원,서울,"서울특별시 서초구 신반포로 189, 반포쇼핑타운 4동 3층 1~3호 (잠원동)",성형외과,2026-02-06,02-535-7582,37.50654540385,127.004868141536
힐하우스피부과의원,의원,서울,"서울특별시 강남구 강남대로 518, 4층일부,5층 (논현동)",피부과,2026-02-16,02-6951-5761,37.5084375217607,127.023082492741
쌍문성모튼튼의원,의원,서울,"서울특별시 도봉구 도봉로 480, 2,3층 (창동)",일반의,2026-02-03,02-993-1112,37.6483536013789,127.034887170663
위드봄산부인과의원,의원,서울,"서울특별시 동대문구 이문로 120, 아이파크자이상가 3층 C315,320호 (이문동)",산부인과,2026-02-24,02-6215-1010,37.5984702182265,127.062682937358
튼튼약국,약국,서울,"서울특별시 양천구 등촌로 32, 목동 태영프라자 3층 304호 (목동)",,2026-02-04,02-0000-0000,37.5328851583631,126.864166285292
토마스신경외과의원,의원,서울,"서울특별시 서초구 잠원로8길 25, 2층 (잠원동)",신경외과,2026-02-09,1577-5075,37.51445739077,127.01144913923
이터니스한의원,한의원,서울,"서울특별시 강남구 압구정로71길 4, 미산빌딩 4층, 5(일부)층 (청담동)",,2026-02-04,02-517-1102,37.5269009583537,127.045716712119
라멜렉스약국,약국,서울,서울특별시 중구 명동8길 20 (명동2가),,2026-02-03,010-9402-3595,37.5628466885999,126.9845930926
신림연세정형외과의원,의원,서울,"서울특별시 관악구 신림로 386, 3층 (신림동)",정형외과,2026-02-11,02-6952-4899,37.4887568644827,126.928554133806
연세그리다치과의원,치과의원,서울,"서울특별시 양천구 공항대로 618, 5층 (목동)",,2026-02-23,02-2062-2875,37.5466554172496,126.873507894537
셀로디피부과의원 동대문점,의원,서울,서울특별시 동대문구 이문로,피부과,2026-02-13,02-963-5575,37.5960006772448,127.059935489657
럭키약국,약국,서울,"서울특별시 중구 충무로2길 34, 101호 (충무로4가)",,2026-02-02,02-6338-7771,37.5622538283998,126.994932880992
우리약국,약국,서울,"서울특별시 관악구 봉천로 239, 1층 (봉천동)",,2026-02-10,02-2039-7997,37.4895694325306,126.928321671537
연세정든내과의원,의원,서울,"서울특별시 강남구 남부순환로 2941, 대치탑프라자 3층 301호 (대치동)",내과,2026-02-25,010-7191-7838,37.4942633335042,127.061934331534
오다한의원,한의원,서울,"서울특별시 강남구 봉은사로 117, 이건빌딩 11층 (논현동)",,2026-02-19,010-9135-1837,37.5053395204016,127.026451623327
명동 더서울약국,약국,서울,"서울특별시 중구 명동길 27, 1~3층 (명동1가)",,2026-02-12,02-3789-9844,37.5638208428447,126.983894760591
잠실보인한의원,한의원,서울,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 B-1동 3층 307,308호 (신천동)",,2026-02-09,02-6951-2750,37.5178866228576,127.101917258808
문창수치과의원,치과의원,서울,"서울특별시 강동구 올림픽로78길 60, 2-107호 (천호동, 강동 밀레니얼 중흥S-클래스)",,2026-02-13,02-478-2275,37.5409734434557,127.128499316444
서울심도치과의원,치과의원,서울,"서울특별시 서초구 잠원로8길 25, 507~510호 (잠원동)",,2026-02-20,02-532-2275,37.51445739077,127.01144913923
강남비엘에스의원,의원,서울,"서울특별시 강남구 강남대로 432, 점프밀라노 8층 4호 (역삼동)",일반의,2026-02-26,02-6677-2777,37.5012350392984,127.026630556235
연세피어라치과의원,치과의원,서울,"서울특별시 구로구 개봉로 57, 2층 (개봉동)",,2026-02-03,02-6953-8700,37.4907685069168,126.855765423363
글로리의원,의원,서울,"서울특별시 중구 퇴계로 234, 민국저축은행 1층 (충무로5가)",일반의,2026-02-11,02-2038-6706,37.5618777526794,126.997917770782
포니치과의원,치과의원,서울,"서울특별시 서초구 헌릉로 12, 현대기아자동차빌딩 B1층 (양재동)",,2026-02-25,02-3464-3747,37.4643623227152,127.042663599215
도율한의원,한의원,서울,"서울특별시 동대문구 사가정로 225, 1층 (장안동)",,2026-02-03,02-6953-1280,37.5789379141327,127.070138685336
해든약국,약국,서울,"서울특별시 서초구 방배로 115, 1층 (방배동)",,2026-02-02,010-9778-3117,37.4843920898738,126.995405446305
연세김진석내과의원,의원,서울,"서울특별시 송파구 올림픽로35길 45, 415~420호 (신천동)",내과,2026-02-27,02-6482-1234,37.5191418524332,127.109423017985
강도형정신건강의학과의원,의원,서울,"서울특별시 강남구 논현로 831, 네오스 3층 301호 (신사동)",정신건강의학과,2026-02-19,02-6207-0055,37.5225808095194,127.027855578503
명동비엘에스의원,의원,서울,"서울특별시 중구 명동8가길 11, 이화빌딩(명동) 5~6층 (충무로2가)",일반의,2026-02-06,02-310-9968,37.5618159054127,126.985682238418
미리내한의원,한의원,서울,"서울특별시 동대문구 이문로 120, 아이파크자이상가 3층 B306호 (이문동)",,2026-02-06,02-2088-5504,37.5984702182265,127.062682937358
이문서울이비인후과의원,의원,서울,"서울특별시 동대문구 이문로 120, 아이파크자이상가 2층 A217호 (이문동)",이비인후과,2026-02-06,02-6337-2727,37.5984702182265,127.062682937358
365미소약국,약국,서울,"서울특별시 서초구 바우뫼로7길 3, 중평빌딩 1층 1호 (우면동)",,2026-02-23,010-6336-2745,37.4705484746403,127.025100225017
연세365의원,의원,서울,서울특별시 중랑구 사가정로,일반의,2026-02-12,02-6941-0942,37.5805870421999,127.089412317536
해누리한의원,한의원,서울,"서울특별시 송파구 가락로6길 5, 2층 (석촌동)",,2026-02-13,02-417-3357,37.4991534900486,127.102736562553
팔레트정신건강의학과의원,의원,서울,"서울특별시 성북구 동소문로24길 14, 2층 201호 (동선동1가, 어룡빌딩)",정신건강의학과,2026-02-20,02-929-9592,37.5930112602241,127.0184969489
